x,y,interannual_variability,water_stress,pop_density_log,population_density_km2,cropland_percent,irrigated_percent,landcover_diversity,grazing_intensity_log,livestock_density_km2,soc_0_30cm_kg_m2,soc_0_30cm_t_ha,governance_perc_rank,road_density_log,shdi_2022,mean_annual_precipitation,aridity_index
10.75,44.75,1.81168782711029,0,6.1189039750655,453.366424560547,80.2010595798492,0.0961866637226194,0.338953167200089,4.41974544062283,82.0751351118088,4.97213983535767,49.7213983535767,70.4018936157227,7.46213304202925,0.935000002384186,725.666687011719,0.682484745979309
11.25,44.75,1.81168782711029,0,5.73140534032224,307.402374267578,89.7926211357117,0.0342007901053876,0.184601560235023,3.2705559495014,25.325971186161,4.60915517807007,46.0915517807007,70.4018936157227,7.21280161584615,0.935000002384186,676,0.608894944190979
11.75,44.75,2.38855719566345,5,5.02212944798253,150.734069824219,93.7893867492676,0.764962239190936,0.154910400509834,2.52520079649068,11.4934036433697,5.25733327865601,52.5733327865601,70.4018936157227,6.86015101109111,0.935000002384186,633.555541992188,0.583511352539062
12.25,44.75,NA,NA,4.26613699469735,70.2458801269531,83.1092000007629,9.09628868103027,0.433834552764893,NA,NA,6.74713373184204,67.4713373184204,70.4018936157227,NA,NA,633.25,NA
12.75,44.75,NA,NA,0,0,0,0,0.137938946485519,NA,NA,5.45094776153564,54.5094776153564,NA,NA,NA,660,NA
13.25,44.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.75,44.75,NA,NA,5.55605221370607,257.799133300781,31.3619315624237,0,0.694814443588257,NA,NA,5.363037109375,53.63037109375,NA,NA,NA,787,NA
14.25,44.75,NA,NA,3.24282561685669,24.6059722900391,18.3211788535118,0,0.649616837501526,NA,NA,6.66769313812256,66.6769313812256,NA,NA,NA,939,NA
14.75,44.75,NA,NA,3.49405975166486,31.9193210601807,16.1261960864067,0,0.758694648742676,NA,NA,8.41204071044922,84.1204071044922,NA,6.07957488107863,NA,1127.66662597656,NA
15.25,44.75,1.73797047138214,0,2.49920113934057,11.1727657318115,12.6518473029137,0,0.411084979772568,3.0823493568886,20.8095807433128,9.00587558746338,90.0587558746338,66.739990234375,5.91882165954687,0.842000007629395,1377.22216796875,1.45079958438873
